"Peak","avg_log2FC","p_val","p_val_adj","pct_Male","pct_Female","nearest_gene","distance_to_nearest_gene","Significant","Direction"
"chr5-65174935-65176404",0.8646,2.74539900789256e-12,5.51863636172514e-07,0.133,0.076,"Klhl5",6746,"Yes","Male-enriched"
"chr12-113038369-113038709",0.8646,1.00472019253622e-11,2.01962824782475e-06,0.122,0.069,"Pacs2",0,"Yes","Male-enriched"
"chr7-73399190-73400685",0.8644,2.8228090277847e-52,5.67424133911115e-47,0.575,0.401,"Rgma",0,"Yes","Male-enriched"
"chr17-26203222-26203763",0.8644,1.6712956679777e-13,3.3595382740287e-08,0.147,0.084,"Arhgdig",0,"Yes","Male-enriched"
"chr14-65381231-65382083",0.8643,8.30280217888486e-22,1.66897947718636e-16,0.27,0.167,"Zfp395",0,"Yes","Male-enriched"
"chr1-181022223-181022611",0.8643,3.60917338164134e-16,7.25494378137253e-11,0.201,0.122,"RP23-390I1.5",51,"Yes","Male-enriched"
"chr12-16392527-16393210",0.8643,4.71987240521413e-16,9.48760431661714e-11,0.198,0.12,"Lpin1",142458,"Yes","Male-enriched"
"chr7-96851920-96853109",0.8643,7.63917619327769e-09,0.00153558136331552,0.112,0.068,"Tenm4",0,"Yes","Male-enriched"
"chr10-83865691-83866318",0.8642,5.61814916570824e-12,1.12932663639568e-06,0.15,0.091,"1500009L16Rik",102929,"Yes","Male-enriched"
"chr14-37134245-37135957",0.8641,2.53588971624928e-117,5.09749335422132e-112,0.805,0.627,"Ghitm",0,"Yes","Male-enriched"
"chr5-5273977-5275744",0.8641,6.03471270017724e-34,1.21306173871343e-28,0.399,0.255,"Cdk14",0,"Yes","Male-enriched"
"chr7-138919002-138919932",0.8641,5.63680044451484e-29,1.13307580455371e-23,0.307,0.182,"Gm9358",3687,"Yes","Male-enriched"
"chr10-26919383-26919902",0.864,2.01990755913907e-23,4.06029698092781e-18,0.233,0.13,"Arhgap18",734,"Yes","Male-enriched"
"chr14-52196232-52197787",0.8637,3.20525179586994e-91,6.44300484495001e-86,0.733,0.551,"Supt16",0,"Yes","Male-enriched"
"chr14-57407128-57407993",0.8637,6.41267383622252e-10,0.000128903721851443,0.105,0.06,"Cryl1",8644,"Yes","Male-enriched"
"chr3-146875590-146876272",0.8637,2.32560550987956e-09,0.000467479265962931,0.123,0.076,"Ttll7",0,"Yes","Male-enriched"
"chr13-114460170-114460875",0.8635,2.53664096041125e-31,5.09900346016106e-26,0.375,0.239,"Fst",1439,"Yes","Male-enriched"
"chr18-5509711-5510793",0.8634,1.448139114466e-31,2.91096235955268e-26,0.374,0.235,"Gm10125",0,"Yes","Male-enriched"
"chr3-132286075-132288089",0.8634,2.22361703381407e-30,4.46978154435101e-25,0.412,0.286,"Dkk2",105781,"Yes","Male-enriched"
"chr12-112576433-112577076",0.8634,3.74564592860596e-24,7.52927270692798e-19,0.291,0.178,"Inf2",11707,"Yes","Male-enriched"
"chr1-13188202-13188760",0.8634,4.99571551150862e-10,0.000100420875783039,0.107,0.061,"Ncoa2",0,"Yes","Male-enriched"
"chr7-19577073-19578160",0.8633,1.63290923813675e-26,3.28237617594821e-21,0.329,0.209,"Zfp296",0,"Yes","Male-enriched"
"chr12-71933758-71934662",0.8632,3.75385108839852e-12,7.54576622683339e-07,0.166,0.104,"Daam1",0,"Yes","Male-enriched"
"chr11-116377127-116377744",0.8632,9.41936467867317e-09,0.00189342417151881,0.103,0.061,"Rnf157",0,"Yes","Male-enriched"
"chr14-21985705-21986578",0.8631,1.18208573633876e-36,2.37615782204399e-31,0.434,0.287,"Zfp503",0,"Yes","Male-enriched"
"chr1-34041093-34041636",0.8631,2.83073865974089e-15,5.69018100949155e-10,0.192,0.116,"Dst",0,"Yes","Male-enriched"
"chr14-50930130-50931887",0.863,2.94064890944755e-163,5.91111599883689e-158,0.876,0.721,"Tmem55b",0,"Yes","Male-enriched"
"chr4-34274036-34274807",0.8629,7.6126233238326e-19,1.53024386481689e-13,0.228,0.138,"Gm12751",79235,"Yes","Male-enriched"
"chr17-17690402-17691087",0.8629,3.68873500149877e-14,7.41487377591273e-09,0.144,0.08,"Vmn2r90",12853,"Yes","Male-enriched"
"chr14-34819085-34820859",0.8627,1.58188296067733e-08,0.00317980621457594,0.125,0.08,"Grid1",0,"Yes","Male-enriched"
"chr13-35886071-35886654",0.8626,1.94808689284877e-12,3.91592738679102e-07,0.135,0.077,"Rpp40",6817,"Yes","Male-enriched"
"chr14-63542995-63544410",0.8625,8.75018895155498e-61,1.75891048190787e-55,0.594,0.414,"Mtmr9",0,"Yes","Male-enriched"
"chr13-47767991-47769648",0.8625,4.19111086028647e-23,8.42471958469625e-18,0.285,0.179,"4931429P17Rik",190681,"Yes","Male-enriched"
"chr3-60499078-60499538",0.8624,6.32267644213117e-36,1.27094648233855e-30,0.423,0.275,"Mbnl1",0,"Yes","Male-enriched"
"chr12-100282339-100282598",0.8624,3.23285808188552e-09,0.000649849734472136,0.129,0.081,"Ttc7b",18172,"Yes","Male-enriched"
"chr14-105258237-105259400",0.8622,4.38159659490484e-62,8.80762257928201e-57,0.608,0.43,"Ndfip2",0,"Yes","Male-enriched"
"chr5-110858802-110859965",0.8621,2.64855144018686e-27,5.32395919197721e-22,0.343,0.218,"Chek2",0,"Yes","Male-enriched"
"chr8-105771258-105771693",0.8621,3.4167280031713e-15,6.86810162829475e-10,0.168,0.097,"Ranbp10",0,"Yes","Male-enriched"
"chr10-26560233-26560795",0.8619,6.13396290509593e-16,1.23301241940495e-10,0.215,0.136,"Gm8709",112805,"Yes","Male-enriched"
"chr10-12579028-12579654",0.8619,2.93872563497347e-14,5.90724994788557e-09,0.188,0.117,"Utrn",0,"Yes","Male-enriched"
"chr17-86150809-86151330",0.8618,7.2662895065749e-33,1.46062591887465e-27,0.374,0.229,"Srbd1",5633,"Yes","Male-enriched"
"chr5-103705429-103706312",0.8618,8.74074950627145e-26,1.75701302125365e-20,0.294,0.178,"Aff1",0,"Yes","Male-enriched"
"chr14-21051532-21053349",0.8617,3.86301711471596e-137,7.76520522297515e-132,0.837,0.692,"Ap3m1",0,"Yes","Male-enriched"
"chr8-10654829-10655365",0.8617,5.20314110132336e-21,1.04590420534141e-15,0.221,0.126,"Myo16",20087,"Yes","Male-enriched"
"chr13-36297702-36298897",0.8616,6.04237866613035e-38,1.21460270519353e-32,0.464,0.31,"Fars2",0,"Yes","Male-enriched"
"chr6-50389999-50390699",0.8615,1.06502574117943e-48,2.14085084337441e-43,0.493,0.314,"Osbpl3",0,"Yes","Male-enriched"
"chr4-127389006-127390024",0.8615,4.86949867023506e-13,9.78837405698631e-08,0.124,0.067,"Gm12947",18354,"Yes","Male-enriched"
"chr11-61597180-61598637",0.8614,2.5042284034221e-55,5.0338496828549e-50,0.589,0.425,"Epn2",17492,"Yes","Male-enriched"
"chr11-12393711-12394768",0.8614,2.01262285769825e-33,4.04565371117357e-28,0.414,0.274,"Cobl",0,"Yes","Male-enriched"
"chr11-78399363-78400028",0.8614,4.28528727333182e-24,8.61402735961522e-19,0.271,0.161,"Slc13a2os",0,"Yes","Male-enriched"
"chr14-34616670-34617148",0.8614,1.16677618362375e-19,2.34538347774945e-14,0.231,0.139,"Opn4",16527,"Yes","Male-enriched"
"chr14-25225952-25227499",0.8613,9.1340150481297e-79,1.83606490088474e-73,0.724,0.565,"Gm26660",128301,"Yes","Male-enriched"
"chr10-75020993-75021470",0.8613,4.58846344850616e-15,9.22345391638016e-10,0.168,0.097,"Rsph14",0,"Yes","Male-enriched"
"chr13-110435729-110437063",0.8613,9.93155923121842e-15,1.99638244730414e-09,0.165,0.096,"Plk2",34884,"Yes","Male-enriched"
"chr4-109029558-109030558",0.8612,4.12938442836248e-14,8.30064081482855e-09,0.161,0.094,"Nrd1",0,"Yes","Male-enriched"
"chr12-36041630-36042803",0.8611,6.3515907603391e-34,1.2767586650988e-28,0.395,0.252,"Tspan13",0,"Yes","Male-enriched"
"chr14-67211352-67212321",0.8611,2.98376337205903e-23,5.99778210471074e-18,0.278,0.17,"Gm20675",20115,"Yes","Male-enriched"
"chr10-13564195-13565092",0.8611,4.93638923384135e-22,9.92283345451384e-17,0.246,0.145,"Adat2",818,"Yes","Male-enriched"
"chr3-89590187-89590868",0.8611,8.4040767172825e-11,1.68933707724782e-05,0.159,0.103,"Kcnn3",0,"Yes","Male-enriched"
"chr3-129445517-129446608",0.8611,1.12444612878058e-10,2.260294141307e-05,0.128,0.077,"Elovl6",85777,"Yes","Male-enriched"
"chr17-35783739-35784150",0.861,2.4351093679547e-10,4.89491074490046e-05,0.113,0.065,"4833427F10Rik",3051,"Yes","Male-enriched"
"chr13-35848428-35849152",0.8609,5.68046409082568e-14,1.14185280875323e-08,0.159,0.093,"Cdyl",0,"Yes","Male-enriched"
"chr11-88619808-88620813",0.8608,3.88308921169778e-29,7.80555294800217e-24,0.352,0.223,"Msi2",0,"Yes","Male-enriched"
"chr10-117149984-117150515",0.8608,2.78961644991818e-24,5.60751961063853e-19,0.315,0.201,"Frs2",1509,"Yes","Male-enriched"
"chr4-118236677-118237436",0.8608,7.65353524893675e-24,1.53846773452977e-18,0.328,0.215,"Ptprf",0,"Yes","Male-enriched"
"chr2-167590465-167590715",0.8608,7.97645277509572e-13,1.60337867813309e-07,0.165,0.101,"Gm11476",0,"Yes","Male-enriched"
"chr14-31250338-31251962",0.8607,5.48955234435201e-140,1.10347687494758e-134,0.842,0.681,"Phf7",0,"Yes","Male-enriched"
"chr7-49275477-49275918",0.8607,3.94060282405342e-19,7.92116336074273e-14,0.218,0.129,"Nav2",0,"Yes","Male-enriched"
"chr15-62189652-62190870",0.8606,3.22923232208353e-51,6.49120905991298e-46,0.537,0.36,"Pvt1",0,"Yes","Male-enriched"
"chr1-91094786-91095669",0.8606,1.06438103904657e-39,2.13955490182908e-34,0.449,0.292,"Lrrfip1",0,"Yes","Male-enriched"
"chr8-114050230-114050882",0.8605,2.27587342358272e-19,4.57482420368058e-14,0.245,0.151,"Nudt7",82674,"Yes","Male-enriched"
"chr13-91937210-91937929",0.8605,1.99100600652427e-10,4.00220081395469e-05,0.121,0.071,"Rasgrf2",0,"Yes","Male-enriched"
"chr7-51797200-51798287",0.8605,5.54041031780657e-10,0.000111370003962357,0.11,0.064,"Gm29296",24473,"Yes","Male-enriched"
"chr14-25370798-25372244",0.8601,3.57981816255646e-52,7.19593568128124e-47,0.567,0.397,"Gm26660",0,"Yes","Male-enriched"
"chr10-81244454-81244939",0.8601,1.30231800406051e-30,2.61784151268219e-25,0.332,0.199,"Zfr2",0,"Yes","Male-enriched"
"chr14-7817614-7819193",0.8598,2.14578077566408e-82,4.3133197683934e-77,0.702,0.523,"Flnb",0,"Yes","Male-enriched"
"chr2-79629731-79630645",0.8598,2.47929110269247e-35,4.98372221716624e-30,0.382,0.236,"Ssfa2",4706,"Yes","Male-enriched"
"chr3-19683865-19685618",0.8596,4.26041105232999e-13,8.56402267273061e-08,0.244,0.174,"Trim55",0,"Yes","Male-enriched"
"chr14-49171287-49173549",0.8595,2.64061747776271e-101,5.30801081674994e-96,0.772,0.585,"Naa30",0,"Yes","Male-enriched"
"chr11-104171137-104171831",0.8595,7.37726991136668e-17,1.48293453396346e-11,0.193,0.114,"Crhr1",0,"Yes","Male-enriched"
"chr15-73464630-73464987",0.8595,1.01318150248286e-12,2.0366366654009e-07,0.15,0.088,"Ptk2",41438,"Yes","Male-enriched"
"chr5-66941478-66942476",0.8595,1.39375227237156e-10,2.80163719278497e-05,0.146,0.092,"Limch1",0,"Yes","Male-enriched"
"chr14-74794744-74795392",0.8594,1.79558944922635e-16,3.60938617546786e-11,0.211,0.13,"Lrch1",0,"Yes","Male-enriched"
"chr11-72090360-72090983",0.8593,7.21260415969046e-16,1.44983441255602e-10,0.197,0.12,"Pitpnm3",0,"Yes","Male-enriched"
"chr5-91073629-91074962",0.8592,2.01632111885804e-79,4.0530877338613e-74,0.697,0.525,"Ereg",0,"Yes","Male-enriched"
"chr14-121697203-121698815",0.8591,4.10950676971198e-30,8.26068393806885e-25,0.357,0.225,"Dock9",0,"Yes","Male-enriched"
"chr14-8156932-8157299",0.8591,2.146484472132e-09,0.000431473429681141,0.105,0.061,"Pxk",0,"Yes","Male-enriched"
"chr10-60106158-60107702",0.859,1.27235757171563e-28,2.55761684920846e-23,0.311,0.185,"Spock2",0,"Yes","Male-enriched"
"chr7-49882108-49883187",0.859,4.82003204971404e-28,9.68893922441218e-23,0.34,0.215,"Prmt3",23842,"Yes","Male-enriched"
"chr14-8346298-8346940",0.859,9.21105518060119e-16,1.85155104607337e-10,0.192,0.116,"Oit1",2007,"Yes","Male-enriched"
"chr14-57290954-57292120",0.8589,1.01049319437994e-41,2.03123278975089e-36,0.485,0.335,"Cryl1",0,"Yes","Male-enriched"
"chr14-19823076-19824465",0.8588,7.22809711015614e-85,1.45294871250093e-79,0.709,0.532,"2700060E02Rik",0,"Yes","Male-enriched"
"chr13-30786197-30786837",0.8588,5.02333092050204e-09,0.0010097598416538,0.106,0.063,"Irf4",19269,"Yes","Male-enriched"
"chr3-110745455-110746661",0.8588,1.18316728419625e-08,0.00237833188465426,0.101,0.06,"Gm26076",180913,"Yes","Male-enriched"
"chr10-76808445-76809179",0.8587,1.68185352571854e-11,3.38076104618787e-06,0.129,0.075,"Pcbp3",0,"Yes","Male-enriched"
"chr10-80490035-80490399",0.8586,6.57660174138065e-14,1.32198902244189e-08,0.17,0.103,"Onecut3",4435,"Yes","Male-enriched"
"chr10-69211991-69213872",0.8584,1.16195698430841e-105,2.33569621243771e-100,0.775,0.639,"Rhobtb1",0,"Yes","Male-enriched"
"chr17-31872916-31874442",0.8583,1.82450096962773e-43,3.66750237908749e-38,0.501,0.347,"Sik1",17123,"Yes","Male-enriched"
"chr16-91521872-91523006",0.8583,4.57911619600183e-34,9.20466463023112e-29,0.386,0.243,"Mir6367",4436,"Yes","Male-enriched"
"chr12-8430673-8432157",0.8582,1.34138165500326e-29,2.69636491998825e-24,0.338,0.209,"Rhob",65605,"Yes","Male-enriched"
"chr14-56375769-56376133",0.8582,5.527010086029e-12,1.11100640543303e-06,0.131,0.075,"Atp12a",0,"Yes","Male-enriched"
"chr9-21961366-21962763",0.8579,1.07415179674784e-21,2.15919549271471e-16,0.287,0.184,"Epor",0,"Yes","Male-enriched"
"chr1-86380919-86381399",0.8579,3.22346194456745e-19,6.47960979325282e-14,0.232,0.14,"Nmur1",4842,"Yes","Male-enriched"
"chr5-64354798-64355265",0.8577,9.33289984828446e-19,1.87604353010305e-13,0.215,0.127,"Tbc1d1",3311,"Yes","Male-enriched"
"chr14-14514204-14515557",0.8576,6.33537668838248e-26,1.27349940963852e-20,0.292,0.174,"Olfr721-ps1",106005,"Yes","Male-enriched"
"chr13-81136575-81137035",0.8576,1.21531675641553e-16,2.44295682474112e-11,0.205,0.124,"Gpr98",0,"Yes","Male-enriched"
"chr8-44377467-44378264",0.8574,3.31557170299497e-29,6.66476330305832e-24,0.366,0.235,"RP23-64E18.1",148921,"Yes","Male-enriched"
"chr6-120173399-120174808",0.8574,1.92719037174501e-24,3.87392245385952e-19,0.279,0.169,"Ninj2",0,"Yes","Male-enriched"
"chr14-72933793-72935162",0.8574,4.65343066491818e-13,9.35404711677863e-08,0.16,0.097,"Cysltr2",93965,"Yes","Male-enriched"
"chr10-60948498-60949698",0.8573,4.77225851742894e-25,9.5929077362246e-20,0.33,0.214,"Gm26947",7555,"Yes","Male-enriched"
"chr18-69794470-69796346",0.8572,1.35452597877046e-31,2.72278685096565e-26,0.373,0.236,"Gm22508",16424,"Yes","Male-enriched"
"chr19-47414031-47415404",0.8572,1.10032577128781e-26,2.21180884589647e-21,0.325,0.204,"Sh3pxd2a",0,"Yes","Male-enriched"
"chr7-112840232-112841153",0.8572,3.68039467586415e-14,7.39810855374157e-09,0.166,0.098,"Tead1",0,"Yes","Male-enriched"
"chr6-100180793-100181263",0.8572,1.67776583669361e-13,3.3725442189713e-08,0.144,0.082,"Rybp",47302,"Yes","Male-enriched"
"chr1-84405895-84406213",0.8572,1.28170872972286e-09,0.000257641398596512,0.105,0.061,"Dner",0,"Yes","Male-enriched"
"chr10-81014307-81015222",0.8571,7.98591564712616e-78,1.60528084789142e-72,0.693,0.506,"Gng7",0,"Yes","Male-enriched"
"chr10-66863873-66864952",0.8571,2.84063283476998e-48,5.71006968648454e-43,0.542,0.383,"1110002J07Rik",47536,"Yes","Male-enriched"
"chr14-34661044-34662540",0.8571,5.84157656009185e-15,1.1742386706503e-09,0.153,0.085,"Wapal",11387,"Yes","Male-enriched"
"chr3-102526357-102526814",0.8571,2.70594048410133e-12,5.43931920471145e-07,0.122,0.067,"Ngf",5343,"Yes","Male-enriched"
"chr4-43878157-43878759",0.8571,1.68048172087936e-11,3.37800352640844e-06,0.15,0.092,"Reck",0,"Yes","Male-enriched"
"chr14-31128072-31129237",0.857,4.17792733740257e-107,8.3982188580064e-102,0.773,0.591,"Smim4",0,"Yes","Male-enriched"
"chr6-100525226-100527168",0.857,1.36168310257306e-70,2.73717367180621e-65,0.718,0.574,"1700049E22Rik",231,"Yes","Male-enriched"
"chr14-69804782-69805937",0.8569,5.19894789711074e-86,1.04506131258982e-80,0.723,0.545,"Rhobtb2",0,"Yes","Male-enriched"
"chr3-138803647-138804220",0.8568,5.2874821970768e-09,0.0010628579463632,0.102,0.059,"Tspan5",0,"Yes","Male-enriched"
"chr1-9577318-9579011",0.8566,3.59122168410241e-13,7.21885835608162e-08,0.147,0.085,"Adhfe1",0,"Yes","Male-enriched"
"chr14-31661718-31663237",0.8565,2.64384789393049e-128,5.31450440550543e-123,0.849,0.697,"Btd",0,"Yes","Male-enriched"
"chr6-135315773-135316705",0.8565,4.16195019616587e-26,8.36610256732085e-21,0.315,0.197,"Pbp2",5425,"Yes","Male-enriched"
"chr9-37358663-37360095",0.8565,6.81671929934445e-12,1.37025601323843e-06,0.231,0.165,"Hepacam",7272,"Yes","Male-enriched"
"chr14-67671844-67673126",0.8564,1.60583781138103e-28,3.22795881816947e-23,0.304,0.179,"Gm20667",50,"Yes","Male-enriched"
"chr9-117039690-117040588",0.8564,4.1991172733799e-18,8.44081359591188e-13,0.231,0.143,"Rbms3",0,"Yes","Male-enriched"
"chr10-13985587-13986102",0.8564,2.82483923456687e-11,5.67832233897225e-06,0.122,0.07,"Hivep2",0,"Yes","Male-enriched"
"chr9-84257868-84258879",0.8564,1.7897526531159e-10,3.5976533981344e-05,0.142,0.088,"Gm26146",69328,"Yes","Male-enriched"
"chr5-123035387-123036007",0.8563,3.0270785024349e-25,6.08485158088449e-20,0.291,0.176,"Morn3",0,"Yes","Male-enriched"
"chr13-98331482-98332441",0.8563,3.91236984364449e-10,7.86441111750353e-05,0.117,0.069,"Gm9828",7066,"Yes","Male-enriched"
"chr9-110879264-110881405",0.8562,2.49197728133642e-88,5.0092232123056e-83,0.754,0.609,"Tmie",0,"Yes","Male-enriched"
"chr14-79300519-79301965",0.8562,9.93502210030994e-62,1.9970785324717e-56,0.588,0.402,"Rgcc",0,"Yes","Male-enriched"
"chr15-96686320-96687412",0.8562,1.21742191194581e-16,2.44718848207874e-11,0.212,0.131,"Slc38a2",0,"Yes","Male-enriched"
"chr9-96167041-96167499",0.8562,6.11807672925527e-15,1.22981907565452e-09,0.195,0.121,"Gk5",0,"Yes","Male-enriched"
"chr13-101509957-101510742",0.8562,3.83772277779957e-13,7.71436006456603e-08,0.177,0.111,"4932411K12Rik",45796,"Yes","Male-enriched"
"chr4-137719329-137719710",0.8562,3.33662601218765e-10,6.70708541213889e-05,0.125,0.075,"Rap1gap",0,"Yes","Male-enriched"
"chr14-8097853-8098982",0.8561,9.92020444125522e-67,1.99409997555448e-61,0.624,0.43,"Pxk",0,"Yes","Male-enriched"
"chr16-11198505-11198753",0.8561,4.36473164262035e-12,8.77372166409687e-07,0.106,0.055,"Rsl1d1",0,"Yes","Male-enriched"
"chr5-77210936-77211603",0.856,4.51994724910881e-11,9.08572676332358e-06,0.119,0.068,"Spink2",0,"Yes","Male-enriched"
"chr13-32938887-32939993",0.8558,2.74080005357256e-27,5.50939181968834e-22,0.335,0.213,"Gm11382",195,"Yes","Male-enriched"
"chr10-120247109-120247741",0.8558,7.2136075408033e-17,1.45003610620703e-11,0.174,0.097,"Llph",15037,"Yes","Male-enriched"
"chr3-54446750-54447412",0.8558,1.97920766551538e-13,3.97848449675908e-08,0.135,0.075,"Gm5641",34016,"Yes","Male-enriched"
"chr10-75169872-75171066",0.8557,6.30563341353242e-85,1.26752059498781e-79,0.722,0.569,"Bcr",0,"Yes","Male-enriched"
"chr19-6631760-6632484",0.8556,4.60229343238504e-10,9.25125412017446e-05,0.106,0.06,"2410152P15Rik",0,"Yes","Male-enriched"
"chr3-87144265-87145290",0.8554,3.56981373443669e-39,7.17582538014056e-34,0.437,0.279,"Kirrel",0,"Yes","Male-enriched"
"chr8-122010409-122011496",0.8554,7.25377598647626e-20,1.45811052614554e-14,0.225,0.131,"Gm20388",0,"Yes","Male-enriched"
"chr11-32374872-32375589",0.8553,3.53826172994244e-13,7.11240143382649e-08,0.129,0.071,"Sh3pxd2b",0,"Yes","Male-enriched"
"chr8-70766423-70767125",0.8552,7.17781367106571e-21,1.4428410372756e-15,0.218,0.124,"Ifi30",0,"Yes","Male-enriched"
"chr11-115752517-115754018",0.8552,1.17170680824364e-10,2.35529472352287e-05,0.132,0.079,"2310067B10Rik",11414,"Yes","Male-enriched"
"chr13-94097685-94099037",0.8551,4.37859436045553e-26,8.80158766772607e-21,0.34,0.219,"Lhfpl2",0,"Yes","Male-enriched"
"chr12-76014994-76015246",0.8551,9.77068322570261e-12,1.96404411793138e-06,0.121,0.068,"Syne2",0,"Yes","Male-enriched"
"chr15-83090706-83091229",0.855,6.65342799658194e-14,1.33743217530492e-08,0.148,0.084,"Serhl",0,"Yes","Male-enriched"
"chr2-75734254-75734682",0.855,1.45834808885109e-10,2.93148382732314e-05,0.129,0.077,"Gm13656",4081,"Yes","Male-enriched"
"chr14-65416635-65417134",0.855,5.58977435201801e-10,0.000112362290159655,0.109,0.062,"Pnoc",0,"Yes","Male-enriched"
"chr12-113132289-113133371",0.8549,9.50487940271826e-37,1.91061382825801e-31,0.466,0.324,"Mta1",0,"Yes","Male-enriched"
"chr11-97805003-97805217",0.8549,1.07382446982398e-18,2.15853751977198e-13,0.209,0.121,"Lasp1",0,"Yes","Male-enriched"
"chr5-147777664-147779263",0.8548,1.01979087451562e-35,2.04992242849883e-30,0.355,0.207,"Flt1",51652,"Yes","Male-enriched"
"chr8-122536978-122537569",0.8548,5.66338312232579e-16,1.1384192949512e-10,0.152,0.082,"Gm20388",0,"Yes","Male-enriched"
"chr17-53594672-53595011",0.8548,1.2964395375612e-09,0.000260602497203326,0.101,0.058,"Kat2b",0,"Yes","Male-enriched"
"chr4-134725871-134726228",0.8547,2.46991710687157e-12,4.96487917320682e-07,0.125,0.069,"Gm29294",15325,"Yes","Male-enriched"
"chr18-40013390-40014256",0.8547,7.78417061089479e-09,0.00156472727117841,0.106,0.063,"Yipf5",190608,"Yes","Male-enriched"
"chr2-79815724-79816649",0.8547,2.59467181784577e-08,0.00521565360792449,0.103,0.063,"Ppp1r1c",0,"Yes","Male-enriched"
"chr1-192785978-192786998",0.8546,1.6902691722723e-44,3.39767767395144e-39,0.479,0.316,"Hhat",14754,"Yes","Male-enriched"
"chr18-35186384-35186806",0.8545,9.48056569629794e-13,1.90572643287563e-07,0.153,0.091,"Ctnna1",0,"Yes","Male-enriched"
"chr11-88071029-88071338",0.8544,3.32063039681601e-14,6.67493198585574e-09,0.187,0.116,"Vezf1",0,"Yes","Male-enriched"
"chr5-120494968-120495603",0.8543,3.09728720389444e-30,6.22598090003637e-25,0.371,0.235,"Plbd2",0,"Yes","Male-enriched"
"chr10-19042932-19043347",0.8542,3.15930757117549e-25,6.3506505211227e-20,0.31,0.193,"Tnfaip3",27274,"Yes","Male-enriched"
"chr1-56928422-56929185",0.8542,9.59244416926398e-10,0.000192821557224043,0.108,0.063,"Satb2",0,"Yes","Male-enriched"
"chr2-93850512-93850923",0.854,8.70841664308837e-14,1.75051366309377e-08,0.165,0.098,"Accs",568,"Yes","Male-enriched"
"chr17-24062304-24063154",0.854,2.23245258626732e-11,4.48754224175938e-06,0.129,0.076,"Kctd5",0,"Yes","Male-enriched"
"chr16-23274590-23275187",0.8539,1.70141751388292e-27,3.42008740135662e-22,0.34,0.215,"St6gal1",0,"Yes","Male-enriched"
