"SYMBOL","peak","annotation","distanceToTSS","peak_log2FC","rna_log2FC","rna_padj"
"Hspa5","chr2-34769999-34770626","Promoter (1-2kb)",-1344,-0.694852974050229,-0.956924521589435,5.70889905845549e-224
"Crct1","chr3-93013896-93015929","Promoter (<=1kb)",0,-0.693790270059106,-0.833479260966842,9.06774561834674e-135
"Cryab","chr9-50750791-50751259","Promoter (<=1kb)",-66,-0.693684345292327,0.115129552817458,0.112046970552248
"Svep1","chr4-58205629-58207030","Promoter (<=1kb)",0,-0.693519568769831,NA,NA
"Tjp2","chr19-24174975-24175368","Promoter (<=1kb)",-786,-0.692155351760348,-0.0138443694255092,1
"Tgfbr3","chr5-107288510-107289865","Promoter (<=1kb)",0,-0.692025986276051,-0.250228356094804,8.55964488799896e-41
"Enc1","chr13-97239603-97239827","Promoter (1-2kb)",-1278,-0.691882301066958,-0.1703384182244,2.25160386574677e-06
"Nt5c3","chr6-56901512-56902334","Promoter (<=1kb)",0,-0.691295347714847,0.0493146818971507,0.845871990523629
"Atl2","chr17-79898073-79898695","Promoter (1-2kb)",-1950,-0.689968907618123,0.00223762209516726,1
"Trdmt1","chr2-13543634-13545297","Promoter (<=1kb)",0,-0.688448329257416,NA,NA
"Inhba","chr13-16014175-16014431","Promoter (<=1kb)",-44,-0.687806180128867,-0.464765947242034,4.45984461901782e-27
"Ttc39b","chr4-83283919-83285253","Promoter (<=1kb)",0,-0.687419655614251,-0.0911545887458687,1
"Sox12","chr2-152395973-152399218","Promoter (<=1kb)",0,-0.687201085189927,-0.0861103412617705,1
"Hrh1","chr6-114457197-114458859","Promoter (<=1kb)",0,-0.686899385233697,NA,NA
"Gucy1b2","chr14-62454031-62454605","Promoter (<=1kb)",188,-0.6860732239208,NA,NA
"Mir3074-2","chr8-84208565-84208932","Promoter (<=1kb)",0,-0.685927446374212,NA,NA
"Bcl2l15","chr3-103830283-103831995","Promoter (<=1kb)",-606,-0.685534640021246,NA,NA
"Psmb8","chr17-34197091-34198747","Promoter (<=1kb)",0,-0.684046853776116,NA,NA
"Prr5l","chr2-101884362-101884711","Promoter (1-2kb)",-1335,-0.683941387609911,NA,NA
"Kcnb1","chr2-167188377-167190363","Promoter (<=1kb)",0,-0.683784252074819,NA,NA
"Usp49","chr17-47647291-47648415","Promoter (1-2kb)",-1206,-0.683598864000648,NA,NA
"Kctd8","chr5-69340108-69341856","Promoter (<=1kb)",0,-0.683557775853162,NA,NA
"E2f2","chr4-136177487-136178909","Promoter (1-2kb)",-1874,-0.683130156166424,NA,NA
"Gckr","chr5-31298470-31298817","Promoter (<=1kb)",0,-0.682126604002453,NA,NA
"Mir496b","chr19-16314101-16314759","Promoter (<=1kb)",245,-0.681570138408026,NA,NA
"Pacs2","chr12-113012862-113013458","Promoter (1-2kb)",-1050,-0.68097455999811,-0.242452328307636,1.89192653793319e-16
"Tmod2","chr9-75598587-75600436","Promoter (<=1kb)",0,-0.680657379200398,NA,NA
"Foxe1","chr4-46342879-46345205","Promoter (<=1kb)",0,-0.67918086649237,NA,NA
"Calhm2","chr19-47136962-47138476","Promoter (<=1kb)",0,-0.676684997507337,NA,NA
"Metap2","chr10-93899019-93899946","Promoter (1-2kb)",-1926,-0.676165798599627,0.14959764935355,7.51870438831535e-07
"Tmem221","chr8-71558438-71559254","Promoter (<=1kb)",0,-0.676160987794058,NA,NA
"Tmem45a","chr16-56885650-56887063","Promoter (<=1kb)",0,-0.673728145114947,-0.521024584330139,3.2944918222095e-107
"Spta1","chr1-174171654-174173005","Promoter (<=1kb)",0,-0.673709328612709,-0.318211612562999,1.04768513769115e-51
"Dipk1b","chr2-26627827-26629402","Promoter (<=1kb)",0,-0.673454923091389,-0.224617690372637,9.64592343966726e-17
"Dlx2","chr2-71545500-71547097","Promoter (<=1kb)",0,-0.673087267590438,-0.255426709074571,2.12426217289702e-29
"Emx2","chr19-59457175-59458755","Promoter (<=1kb)",0,-0.672935804009087,-0.290695026588269,1.35152064925137e-32
"Amz1","chr5-140735247-140736012","Promoter (<=1kb)",0,-0.67281433647622,NA,NA
"Asphd2","chr5-112394141-112395431","Promoter (<=1kb)",0,-0.672112752600905,NA,NA
"Rsph1","chr17-31276307-31277798","Promoter (<=1kb)",0,-0.671304015233043,NA,NA
"Itga10","chr3-96645087-96646195","Promoter (<=1kb)",0,-0.668907814287383,NA,NA
"Iqgap2","chr13-95667121-95668106","Promoter (1-2kb)",-1421,-0.667544018391657,-0.685317373309715,5.3794314112152e-93
"Frmd5","chr2-121587475-121588906","Promoter (1-2kb)",-1042,-0.667129752440106,0.347437119516854,3.74768066780899e-84
"Aldh1a7","chr19-20727272-20728587","Promoter (<=1kb)",0,-0.666449885767407,NA,NA
"Gnas","chr2-174284037-174284938","Promoter (<=1kb)",0,-0.663990224552711,-0.441051325114612,1.14520881778931e-95
"Mir206","chr1-20677838-20678379","Promoter (<=1kb)",-631,-0.663029942299635,NA,NA
"Tnfrsf21","chr17-43016160-43017965","Promoter (<=1kb)",0,-0.662732408193461,-0.313763412890268,1.57692093124443e-43
"Tmem210","chr2-25286417-25287553","Promoter (<=1kb)",-592,-0.661669962749876,NA,NA
"Wdr1","chr5-38532049-38532521","Promoter (<=1kb)",-53,-0.660679341951191,-0.320642485038849,8.66979384267724e-21
"Fez2","chr17-78401124-78402546","Promoter (<=1kb)",0,-0.660364118123518,0.254599123935119,8.46300916491985e-15
"B3gnt5","chr16-19759940-19761996","Promoter (<=1kb)",0,-0.659340728096373,NA,NA
"Hes3","chr4-152292140-152292711","Promoter (<=1kb)",-478,-0.659052672052155,NA,NA
"1700057H21Rik","chr2-51438729-51439531","Promoter (<=1kb)",0,-0.657785580486831,NA,NA
"Slc27a3","chr3-90389258-90390178","Promoter (<=1kb)",0,-0.657724572432791,NA,NA
"Otud7a","chr7-63444238-63445442","Promoter (<=1kb)",0,-0.657684759152494,NA,NA
"Cacna2d2","chr9-107399418-107400430","Promoter (<=1kb)",0,-0.657334387049211,NA,NA
"Hunk","chr16-90462348-90463328","Promoter (<=1kb)",451,-0.656880621732718,-0.327645597990228,5.67117346337843e-27
"4930512J16Rik","chr6-89286264-89287054","Promoter (<=1kb)",-539,-0.656091485732325,NA,NA
"Lhx2","chr2-38338801-38339977","Promoter (<=1kb)",0,-0.655364406747041,-0.61631793975623,2.56980556731527e-79
"Fbxw4","chr19-45581127-45581612","Promoter (1-2kb)",-1237,-0.654104489948705,-0.0262984946563025,1
"Gm15941","chr15-37432339-37433664","Promoter (<=1kb)",0,-0.652938100076205,NA,NA
"Plekha6","chr1-133180978-133181915","Promoter (<=1kb)",0,-0.652713572928286,NA,NA
"Zmynd11","chr13-9695217-9696974","Promoter (<=1kb)",0,-0.652275148392169,-0.178349251143828,0.0155548583347981
"Stk39","chr2-68222116-68222917","Promoter (<=1kb)",409,-0.650273269360365,-0.0301425766190051,1
"Kcnk5","chr14-20180372-20182025","Promoter (<=1kb)",0,-0.649944732214132,NA,NA
"Dhx58","chr11-100704023-100704556","Promoter (<=1kb)",0,-0.648513770795256,NA,NA
"Syt3","chr7-44383722-44384953","Promoter (<=1kb)",0,-0.648321726923126,NA,NA
"Eomes","chr9-118477367-118479363","Promoter (<=1kb)",0,-0.648307226133222,NA,NA
"Rcan2","chr17-44025690-44027039","Promoter (<=1kb)",0,-0.64797529948149,NA,NA
"Rbms1","chr2-60961848-60964016","Promoter (<=1kb)",0,-0.647473698393065,-0.823691325533818,2.02697218306422e-167
"Gsta5","chr9-78298126-78298830","Promoter (<=1kb)",108,-0.647205094394793,NA,NA
"H2-Ab1","chr17-34261363-34261850","Promoter (1-2kb)",-1359,-0.64718080504846,NA,NA
"Pcp4","chr16-96491590-96492763","Promoter (1-2kb)",-1053,-0.647170926808981,NA,NA
"Gm10649","chr8-76898823-76901114","Promoter (<=1kb)",0,-0.646582688361553,NA,NA
"Ada","chr2-163749505-163750673","Promoter (<=1kb)",0,-0.646260437537533,NA,NA
"Tril","chr6-53819795-53821104","Promoter (<=1kb)",0,-0.64510569100964,NA,NA
"Actn4","chr7-28919678-28920333","Promoter (<=1kb)",-457,-0.644398163273689,-0.295715151666858,3.56729221651227e-31
"Map3k4","chr17-12265861-12267059","Promoter (<=1kb)",0,-0.642909453655557,-0.283139533946823,1.02154078364395e-16
"Atxn7l1","chr12-33313866-33314738","Promoter (<=1kb)",0,-0.641238761051221,-0.166775795671525,7.21261424486752e-07
"Cald1","chr6-34747572-34748150","Promoter (<=1kb)",0,-0.640868148709587,-1.38675252717038,0
"Mir145a","chr18-61647823-61648040","Promoter (<=1kb)",0,-0.639949526814262,NA,NA
"Nptn","chr9-58648474-58649512","Promoter (<=1kb)",-687,-0.639543296168093,-0.197428253286064,5.97700279409484e-09
"1810007C17Rik","chr12-49480432-49481487","Promoter (<=1kb)",0,-0.639258243737144,-0.188246360195719,6.10538442939936e-25
"Prdm6","chr18-53462828-53465251","Promoter (<=1kb)",0,-0.637763577158069,NA,NA
"Plscr2","chr9-92273113-92273757","Promoter (1-2kb)",-1845,-0.637327103470438,-0.0791788183798294,1
"Plce1","chr19-38480611-38481669","Promoter (<=1kb)",0,-0.636916566235912,-0.290478490260648,7.29887283472981e-41
"Cbfa2t2","chr2-154509939-154510457","Promoter (<=1kb)",-79,-0.636753189077646,-0.137570092604454,0.157449267096626
"Plpp7","chr2-32095240-32096385","Promoter (<=1kb)",0,-0.63548878635443,NA,NA
"Sh3bgrl2","chr9-83576029-83577047","Promoter (<=1kb)",0,-0.635251262063408,NA,NA
"Ncor2","chr5-125056407-125058753","Promoter (<=1kb)",0,-0.635159922151407,-0.245160386680567,1.25444054366235e-12
"5031425F14Rik","chr2-166446087-166447089","Promoter (<=1kb)",-362,-0.635073051382238,NA,NA
"Cnr1","chr4-33923630-33925260","Promoter (<=1kb)",0,-0.63467633350473,NA,NA
"1700001O22Rik","chr2-30795565-30796997","Promoter (<=1kb)",0,-0.634276967459574,NA,NA
"Dhrs7","chr12-72663531-72665487","Promoter (<=1kb)",0,-0.634143540679765,-0.433610439433817,5.99090131962589e-55
"Stx3","chr19-11818099-11820481","Promoter (<=1kb)",0,-0.633648429095285,NA,NA
"Prox1","chr1-190168655-190169638","Promoter (<=1kb)",0,-0.633561544894714,NA,NA
"Prkn","chr17-12030082-12031617","Promoter (<=1kb)",166,-0.633544445941235,NA,NA
"Stbd1","chr5-92602483-92603784","Promoter (<=1kb)",0,-0.633490560614803,NA,NA
"Hhatl","chr9-121791156-121791711","Promoter (<=1kb)",0,-0.63140415113155,NA,NA
"Nrxn1","chr17-91092406-91093254","Promoter (<=1kb)",0,-0.631024321961043,NA,NA
"Slc19a1","chr10-77040174-77040943","Promoter (1-2kb)",-1557,-0.630787201082698,0.108795436088051,1.62552950561715e-09
"Rbm43","chr2-51933786-51935631","Promoter (<=1kb)",0,-0.628538676008709,-0.0601304243802198,1
"Pappa","chr4-65124373-65126759","Promoter (<=1kb)",199,-0.627467891294579,-0.332947984466521,1.18605583775419e-46
"Hapln4","chr8-70083127-70083619","Promoter (<=1kb)",0,-0.627438081638069,NA,NA
"Chrna1os","chr2-73584620-73585885","Promoter (<=1kb)",0,-0.626870144114892,NA,NA
"Nlrc5","chr8-94433620-94434633","Promoter (<=1kb)",0,-0.625371146871128,NA,NA
"Coro1b","chr19-4152829-4153142","Promoter (<=1kb)",0,-0.624608108416771,NA,NA
"Cmbl","chr15-31571760-31572251","Promoter (<=1kb)",0,-0.623292647552761,NA,NA
"Wdsub1","chr2-59881454-59883312","Promoter (<=1kb)",0,-0.622966042186286,-0.0527512521312985,1
"Col8a1","chr16-57753690-57756023","Promoter (<=1kb)",0,-0.622634126037394,0.167989909191287,0.000202002639312616
"Kcnab1","chr3-65296771-65297783","Promoter (<=1kb)",0,-0.621378616459406,NA,NA
"Ipo8","chr6-148818533-148819320","Promoter (<=1kb)",-761,-0.620979195987291,-0.0296830333429474,1
"Itgb1","chr8-128724738-128725156","Promoter (<=1kb)",405,-0.620630708233777,-1.7160314093419,0
"Gm14169","chr2-156612974-156614491","Promoter (<=1kb)",0,-0.618666462683696,NA,NA
"Guca2b","chr4-119660603-119661530","Promoter (1-2kb)",-1649,-0.61747526947633,NA,NA
"Col15a1","chr4-47207509-47208947","Promoter (<=1kb)",0,-0.615909906282428,NA,NA
"Hc","chr2-34992680-34994314","Promoter (<=1kb)",0,-0.615061474649576,NA,NA
"Acad11","chr9-104088059-104089461","Promoter (1-2kb)",-1594,-0.614523409118979,NA,NA
"Tango2","chr16-18338124-18338674","Promoter (<=1kb)",404,-0.612808826548612,0.000806654288732167,1
"Cap2","chr13-46501506-46502988","Promoter (<=1kb)",0,-0.611638904819206,-0.562109694828725,4.91433793619764e-72
"Cdc34","chr10-79684286-79684627","Promoter (<=1kb)",0,-0.611456455422482,-0.038881486562671,1
"Nf2","chr11-4826011-4826849","Promoter (1-2kb)",-1090,-0.611345350766707,-0.0569907637453621,1
"Zfp229","chr17-21733012-21734608","Promoter (<=1kb)",0,-0.610828416554321,-0.143741705187027,7.82121881487157e-13
"Car14","chr3-95904741-95906407","Promoter (<=1kb)",-50,-0.609844479937966,NA,NA
"Dlc1","chr8-36732448-36733117","Promoter (<=1kb)",0,-0.608803884931628,-0.255237076325182,7.69882486841905e-11
"Agps","chr2-75873733-75874402","Promoter (<=1kb)",0,-0.608603777569253,-0.144270390401079,0.209952483517675
"Rmdn2","chr17-79614543-79615687","Promoter (<=1kb)",0,-0.607752951601428,NA,NA
"Wnt4","chr4-137276803-137278598","Promoter (<=1kb)",0,-0.607581367192839,NA,NA
"Trmt9b","chr8-36457380-36458570","Promoter (<=1kb)",0,-0.606293151957995,NA,NA
"Gas7","chr11-67454649-67456246","Promoter (<=1kb)",0,-0.605679040961765,NA,NA
"Peli3","chr19-4936984-4939245","Promoter (<=1kb)",0,-0.604491707764933,NA,NA
"Medag","chr5-149410895-149412333","Promoter (<=1kb)",0,-0.602162635752473,NA,NA
"Shank3","chr15-89498436-89500578","Promoter (<=1kb)",0,-0.599902201823486,NA,NA
"Hoxd13","chr2-74668051-74668927","Promoter (<=1kb)",0,-0.599548181546552,NA,NA
"Wnt5b","chr6-119467035-119468003","Promoter (<=1kb)",0,-0.598461890223383,NA,NA
"Tmem128","chr5-38258649-38259170","Promoter (1-2kb)",-1015,-0.598131635648013,0.0742384930605553,0.335937725258923
"Fibcd1","chr2-31845549-31846569","Promoter (<=1kb)",0,-0.59583294186934,NA,NA
"Uckl1","chr2-181580636-181582109","Promoter (<=1kb)",0,-0.59478893430256,0.109625341446493,8.01887988361814e-09
"Top1mt","chr15-75677611-75679541","Promoter (<=1kb)",0,-0.59475602844602,-0.136815584259602,4.72243855501565e-08
"Dab2ip","chr2-35696182-35697399","Promoter (<=1kb)",0,-0.593067590069267,-0.354851776385614,4.68113164205071e-22
"Plekhm3","chr1-64929095-64930307","Promoter (<=1kb)",-998,-0.5928302155488,-0.123169144909588,1.93430699221692e-05
"Sys1","chr2-164456895-164457583","Promoter (<=1kb)",0,-0.591991069820653,-0.0666882853598658,1
"Me3","chr7-89738164-89739694","Promoter (<=1kb)",-223,-0.591674025721229,NA,NA
"Hacd1","chr2-14054694-14056396","Promoter (<=1kb)",0,-0.590919623421425,-0.697364576786676,4.5775867151194e-94
"Mrgprf","chr7-145299060-145301136","Promoter (<=1kb)",0,-0.590439561206266,NA,NA
"Igsf11","chr16-38901881-38902800","Promoter (<=1kb)",0,-0.589074890030257,NA,NA
"Mafk","chr5-139789413-139789901","Promoter (1-2kb)",-1612,-0.58899869495065,-0.100787557710172,1
"Pla2g4e","chr2-120244853-120245834","Promoter (<=1kb)",0,-0.588849874867157,NA,NA
"Intu","chr3-40530922-40532121","Promoter (<=1kb)",0,-0.588344358375547,NA,NA
"Slc1a1","chr19-28834247-28835996","Promoter (<=1kb)",0,-0.588046710219977,NA,NA
"Ddo","chr10-40629122-40630661","Promoter (<=1kb)",0,-0.587368091587899,-0.16136860134834,0.0147934029227667
"Il15ra","chr2-11704948-11707155","Promoter (<=1kb)",0,-0.58692287295603,NA,NA
"Adcy1","chr11-7063114-7064749","Promoter (<=1kb)",0,-0.586369021394425,NA,NA
"Nrg2","chr18-36195586-36197816","Promoter (<=1kb)",0,-0.586272422216741,NA,NA
"0610040J01Rik","chr5-63811798-63812776","Promoter (<=1kb)",0,-0.585978084473881,NA,NA
"Rasa2","chr9-96632405-96633091","Promoter (<=1kb)",-788,-0.585963322096668,0.114900751150323,0.988635012666609
"Crybg1","chr10-44148643-44149489","Promoter (<=1kb)",0,-0.585593026960797,NA,NA
"Hhip","chr8-80057129-80058604","Promoter (<=1kb)",0,-0.585413890700231,NA,NA
"Srgap2","chr1-131506148-131506878","Promoter (1-2kb)",-1782,-0.58499976120751,0.102670954462111,1
"Zfp493","chr13-67778999-67780462","Promoter (<=1kb)",0,-0.582520481102867,NA,NA
"Nwd1","chr8-72681952-72684091","Promoter (<=1kb)",161,-0.582429493801272,-0.141647201048582,1.18801555237583e-11
"S1pr1","chr3-115713404-115715652","Promoter (<=1kb)",0,-0.582290666179738,-0.1828715705508,7.49892541813818e-23
"Tns2","chr15-102103471-102104054","Promoter (<=1kb)",-371,-0.581568623483581,0.083766233500058,6.54220409389817e-07
"Golm2","chr2-121866037-121867871","Promoter (<=1kb)",0,-0.581241213654165,NA,NA
"Prkcd","chr14-30625074-30626717","Promoter (<=1kb)",0,-0.580793639268006,NA,NA
"Bphl","chr13-34060220-34061568","Promoter (<=1kb)",0,-0.578974901506928,0.171185979786239,7.58505371445784e-19
"Iglon5","chr7-43489391-43490582","Promoter (<=1kb)",0,-0.578678422275619,NA,NA
"Cep126","chr9-8133570-8134679","Promoter (<=1kb)",0,-0.577967186997681,NA,NA
"Sema6d","chr2-124609626-124611152","Promoter (<=1kb)",0,-0.577523544710322,-0.259224105953448,3.61863176684626e-29
"Tnrc6b","chr15-80901806-80902650","Promoter (<=1kb)",0,-0.576579297021865,0.00757611014370174,1
"Pcx","chr19-4515617-4516409","Promoter (<=1kb)",0,-0.575541519031746,NA,NA
"M5C1000I18Rik","chr9-67758495-67760736","Promoter (<=1kb)",0,-0.575313651185463,NA,NA
"Fbxl22","chr9-66516377-66516977","Promoter (1-2kb)",-1768,-0.575249803069509,NA,NA
"Slc31a2","chr4-62291136-62291547","Promoter (<=1kb)",0,-0.574168869467528,NA,NA
"Pear1","chr3-87768521-87769245","Promoter (<=1kb)",0,-0.572241696716547,NA,NA
"Zfp57","chr17-37001942-37003575","Promoter (<=1kb)",0,-0.570974576056175,0.0147639470815897,1
"Bcl2l12","chr7-44998444-44998907","Promoter (<=1kb)",0,-0.569323905964177,0.201812144595604,7.26145575850583e-18
"Sh3glb2","chr2-30355804-30356710","Promoter (<=1kb)",-439,-0.569210744843711,-0.233414551430188,1.87965408402179e-13
"Ppa1","chr10-61661319-61662987","Promoter (<=1kb)",0,-0.569118218789221,-0.354057160005437,5.92103156413309e-31
"Zfp217","chr2-170132958-170133723","Promoter (<=1kb)",222,-0.568337651700728,NA,NA
"Igdcc4","chr9-65100810-65102805","Promoter (<=1kb)",0,-0.567616659329957,NA,NA
"Wscd1","chr11-71750434-71751547","Promoter (<=1kb)",0,-0.566552986462173,NA,NA
"Zfp976","chr7-42641732-42643483","Promoter (<=1kb)",0,-0.566415743240266,NA,NA
"Wdr70","chr15-7886360-7887173","Promoter (<=1kb)",0,-0.565745253741379,0.0612161885468474,1
"Acaa1b","chr9-119156068-119157166","Promoter (<=1kb)",0,-0.565216249996022,NA,NA
"Abat","chr16-8512877-8513975","Promoter (<=1kb)",0,-0.564784165376804,NA,NA
"Myo18a","chr11-77810615-77811403","Promoter (<=1kb)",-112,-0.564103419273399,0.0337928850068023,1
"Sh3bp2","chr5-34549259-34550310","Promoter (<=1kb)",0,-0.563990114344694,NA,NA
"Calr4","chr4-109241118-109242674","Promoter (1-2kb)",-1908,-0.563787289159096,NA,NA
"Kmt5b","chr19-3764993-3765968","Promoter (1-2kb)",-1453,-0.563781272239241,-0.134581841396842,0.0435968559271527
"Atp10d","chr5-72201454-72202414","Promoter (<=1kb)",-915,-0.563053445065743,NA,NA
"Uba2","chr7-34157596-34158935","Promoter (<=1kb)",-239,-0.562668468999928,-0.0255828525652642,1
"Dll3","chr7-28294310-28294973","Promoter (<=1kb)",0,-0.562400396557586,NA,NA
"Camk4","chr18-32938219-32939836","Promoter (<=1kb)",0,-0.561901236578499,NA,NA
"Nfia","chr4-97910169-97911259","Promoter (<=1kb)",0,-0.561669437805521,0.162643623069319,1
"Pdzd2","chr15-12739174-12740542","Promoter (<=1kb)",0,-0.561607913962129,0.119711100597586,0.000560451659280576
"Dclk1","chr3-55241638-55243281","Promoter (<=1kb)",0,-0.561190295287994,-0.558643609948198,1.77894540978028e-61
"Nkx6-1","chr5-101664139-101665556","Promoter (<=1kb)",0,-0.561125427792174,NA,NA
"Osbpl5","chr7-143756410-143757649","Promoter (<=1kb)",0,-0.56107261120314,-0.0536342876783321,1
"Vstm2l","chr2-157912969-157913852","Promoter (<=1kb)",-801,-0.560574050898574,NA,NA
"A330040F15Rik","chr19-12595219-12596745","Promoter (<=1kb)",0,-0.559629087322428,NA,NA
"Plcb4","chr2-135658078-135660113","Promoter (<=1kb)",0,-0.559254301630427,-0.784122348444244,3.5430352910102e-118
"Has2","chr15-56694354-56696167","Promoter (<=1kb)",0,-0.55922718527743,-0.227183710807371,6.39046683885685e-33
"Mest","chr6-30735386-30737546","Promoter (<=1kb)",-504,-0.55902216545025,-0.278449357289617,4.87463898176496e-51
"Tspan18","chr2-93333039-93334813","Promoter (<=1kb)",0,-0.558816922400883,-0.215866152883133,6.22407551377572e-23
"Plcd4","chr1-74542127-74543038","Promoter (<=1kb)",0,-0.557986784801446,NA,NA
"Ccnd3","chr17-47595231-47596175","Promoter (<=1kb)",0,-0.557895920660813,-0.24600586408324,3.3408062358306e-11
"Nav2","chr7-49342705-49343606","Promoter (<=1kb)",0,-0.557573086086494,0.509413744001295,6.71715813423517e-42
"Amotl2","chr9-102714910-102715705","Promoter (<=1kb)",-967,-0.557441702107702,-0.399989675780642,1.13552810027823e-32
"Cracr2a","chr6-127560946-127562075","Promoter (<=1kb)",0,-0.556734700990092,NA,NA
"Zfp467","chr6-48443409-48446146","Promoter (<=1kb)",0,-0.556270128573453,NA,NA
"Fgf1","chr18-38917826-38919160","Promoter (<=1kb)",0,-0.556141344258698,0.418825284661182,4.27508869663398e-58
"Slc12a5","chr2-164967687-164968836","Promoter (<=1kb)",0,-0.555965298464029,NA,NA
"Gbp9","chr5-105109442-105111373","Promoter (<=1kb)",0,-0.555814712805571,NA,NA
"Cp","chr3-19956867-19957377","Promoter (<=1kb)",0,-0.554166136874776,-0.410786573811943,1.99588549398019e-31
"Mir6416","chr7-64249170-64250474","Promoter (<=1kb)",0,-0.553933957470006,NA,NA
"Mir7655","chr2-18057564-18057991","Promoter (<=1kb)",0,-0.553880904370984,NA,NA
"Ptprj","chr2-90579082-90581258","Promoter (<=1kb)",0,-0.552185168418433,-0.697567523628671,6.32954205538943e-95
"2010003K11Rik","chr19-4497363-4498917","Promoter (<=1kb)",0,-0.552092825657863,NA,NA
"Gm14137","chr2-119172899-119175193","Promoter (<=1kb)",0,-0.55096902433763,NA,NA
"Grm2","chr9-106655729-106656508","Promoter (<=1kb)",0,-0.550879658065382,NA,NA
"Hao2","chr3-98894920-98895946","Promoter (1-2kb)",-1681,-0.550574362508652,NA,NA
"Ephx1","chr1-181020507-181021477","Promoter (<=1kb)",0,-0.550484919688881,0.182135854211938,8.7564839927624e-14
"Myo16","chr8-10153282-10154422","Promoter (<=1kb)",0,-0.550315954441146,NA,NA
"Dennd5a","chr7-109898358-109899330","Promoter (<=1kb)",-802,-0.550314213673369,-0.0142506213723439,1
"Clec2l","chr6-38662630-38663535","Promoter (<=1kb)",0,-0.549304160736265,NA,NA
"Igsf9b","chr9-27298362-27300923","Promoter (<=1kb)",0,-0.548302987354947,-0.179866247469385,1.76954597849969e-25
"Fgd4","chr16-16558991-16560622","Promoter (<=1kb)",0,-0.54790917150418,-0.121976445277648,9.34418177080064e-10
"Iqcg","chr16-33023661-33024907","Promoter (<=1kb)",0,-0.547839151731803,NA,NA
"Gm9899","chr5-30587354-30588963","Promoter (<=1kb)",0,-0.546623186290803,NA,NA
"Plin5","chr17-56117012-56117744","Promoter (<=1kb)",0,-0.546361674735484,NA,NA
"Dnmbp","chr19-43880380-43880757","Promoter (<=1kb)",-612,-0.545888177559406,0.0191420055553318,1
"Tesmin","chr19-3388033-3389587","Promoter (<=1kb)",0,-0.544022493684881,NA,NA
"Slc12a8","chr16-33593392-33595073","Promoter (1-2kb)",-1489,-0.542406320099904,NA,NA
"Tubb3","chr8-123409873-123410468","Promoter (<=1kb)",-956,-0.542385015440609,NA,NA
"Coro6","chr11-77464149-77465709","Promoter (<=1kb)",238,-0.54194194982054,NA,NA
"Megf11","chr9-64383139-64384325","Promoter (1-2kb)",-1301,-0.541641488580223,NA,NA
"Tas1r1","chr4-152038170-152038802","Promoter (<=1kb)",0,-0.541573698455505,NA,NA
"Six3","chr17-85620153-85620387","Promoter (<=1kb)",-447,-0.541472886055073,-0.811923554389404,2.35819545377238e-120
"Rasa4","chr5-136101961-136102751","Promoter (1-2kb)",-1143,-0.541215073571682,0.156192232869352,2.32896147849356e-48
"Rasl10b","chr11-83408842-83410369","Promoter (<=1kb)",0,-0.541187100360455,NA,NA
"Tns1","chr1-74124228-74125605","Promoter (<=1kb)",0,-0.540388022461028,NA,NA
"Rpl3","chr15-80092596-80093093","Promoter (<=1kb)",-728,-0.540079963075078,0.776244209854166,0
"Mcf2l","chr8-12873148-12874387","Promoter (<=1kb)",0,-0.539424531901743,NA,NA
"Sgcz","chr8-38659810-38661659","Promoter (<=1kb)",0,-0.538679454538251,NA,NA
"Nsun7","chr5-66258945-66260561","Promoter (<=1kb)",0,-0.538440677322454,NA,NA
"Arhgap31","chr16-38711907-38713911","Promoter (<=1kb)",0,-0.538069268596499,-1.03033901657579,2.21447924108018e-210
"Lhx1","chr11-84524916-84526327","Promoter (<=1kb)",0,-0.536729812985527,NA,NA
"Rps15a-ps6","chr11-6174498-6175728","Promoter (1-2kb)",-1462,-0.535783947852345,NA,NA
"B4galt4","chr16-38741773-38743346","Promoter (<=1kb)",0,-0.5348785312886,-0.132079174216608,1.64941930137723e-13
"Bbs5","chr2-69646563-69647983","Promoter (<=1kb)",0,-0.534844795465001,-0.144341796384105,1.17616985725828e-06
"Lpar1","chr4-58499047-58500214","Promoter (<=1kb)",0,-0.532581952186829,0.7469850991564,6.4569391135826e-241
"2310069B03Rik","chr6-82880934-82882112","Promoter (<=1kb)",0,-0.531498384726381,NA,NA
"AW011738","chr4-156202641-156204103","Promoter (<=1kb)",0,-0.53149736255432,NA,NA
"Scarf2","chr16-17796779-17798725","Promoter (<=1kb)",0,-0.531274675324643,-0.112133009628077,0.000493521628394617
"Proc","chr18-32138312-32139310","Promoter (<=1kb)",-113,-0.531069189743443,NA,NA
"Tacc2","chr7-130756134-130757205","Promoter (<=1kb)",0,-0.530702785458752,0.0929364059728705,1
"Faah","chr4-116016848-116018494","Promoter (<=1kb)",0,-0.530485461069886,NA,NA
"Rbsn","chr6-92199216-92200094","Promoter (<=1kb)",0,-0.529719371278182,-0.0586405559838832,1
"Fgf7","chr2-126034053-126034774","Promoter (<=1kb)",0,-0.529278060765225,0.0464067561447987,1
"Cacfd1","chr2-27009057-27010873","Promoter (<=1kb)",0,-0.528927275620332,-0.112293771052642,0.660277846746953
"4833419F23Rik","chr18-4353968-4354849","Promoter (<=1kb)",324,-0.527704055220317,NA,NA
"Gclm","chr3-122243430-122244053","Promoter (1-2kb)",-1504,-0.527480712336464,-0.829462516780109,1.38825218317005e-130
